	control1	control2	control3	dmd1	dmd2	dmd3
ENSG00000188784	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0
ENSG00000188257	11	2	12	158	283	173
ENSG00000127472	1	0	7	55	62	23
ENSG00000117215	0	0	0	0	0	0
ENSG00000158786	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	0	0
ENSG00000225986	25	50	49	33	34	10
ENSG00000162543	162	96	142	217	343	207
ENSG00000228105	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0
ENSG00000158816	44	1	18	66	69	57
ENSG00000226664	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0
ENSG00000162545	4978	4183	2755	1394	2041	1807
ENSG00000090432	438	528	490	335	493	444
ENSG00000215520	0	0	0	0	0	0
ENSG00000183114	60	29	27	46	90	56
ENSG00000158825	1	0	5	7	49	18
ENSG00000158828	1634	1545	1625	1276	1683	1730
ENSG00000284005	0	0	0	0	0	0
ENSG00000117242	65	68	58	39	31	54
ENSG00000244038	523	587	421	281	663	290
ENSG00000117245	42	43	17	44	43	35
ENSG00000235432	0	4	0	0	0	4
ENSG00000189410	19	58	9	3	1	13
ENSG00000233069	0	0	0	0	0	0
ENSG00000127483	6420	4500	4678	2722	5441	3799
ENSG00000075151	4938	3120	3462	2712	4483	2975
ENSG00000251914	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0
ENSG00000233072	12	1	1	0	0	0
ENSG00000236073	0	0	0	0	0	0
ENSG00000235112	0	0	0	0	0	0
ENSG00000287192	4	0	0	0	0	0
ENSG00000117298	818	609	576	371	1046	506
ENSG00000236936	4	3	3	13	2	2
ENSG00000231105	0	0	0	0	0	0
ENSG00000236216	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0
ENSG00000227001	0	0	0	4	3	3
ENSG00000187952	0	0	0	0	0	0
ENSG00000186543	0	0	0	0	0	0
ENSG00000142794	226	178	166	37	33	15
ENSG00000176378	0	0	0	0	0	0
ENSG00000162551	213	261	276	220	183	282
ENSG00000233431	0	0	0	0	0	0
ENSG00000076864	281	284	281	390	225	238
ENSG00000090686	2898	1825	2178	1529	2954	2001
ENSG00000231978	0	0	0	0	0	0
ENSG00000187942	0	0	0	0	14	0
ENSG00000142798	238	193	146	259	454	381
ENSG00000232037	2	1	1	9	6	1
ENSG00000283234	0	0	0	0	0	0
ENSG00000219073	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0
ENSG00000228397	0	0	0	0	0	0
ENSG00000218510	62	52	38	47	60	14
ENSG00000070831	4780	3613	4564	3623	6730	4527
ENSG00000285752	14	1	0	1	6	11
ENSG00000285794	0	0	0	0	0	0
ENSG00000230068	7	1	0	0	0	4
ENSG00000271428	0	0	0	0	0	0
ENSG00000162552	606	312	378	240	393	339
ENSG00000285873	6	8	4	7	6	0
ENSG00000266564	0	0	0	0	0	0
ENSG00000234397	0	0	3	0	0	0
ENSG00000279625	0	0	0	0	0	0
ENSG00000184677	1057	685	783	462	729	579
ENSG00000237200	2	0	0	0	0	0
ENSG00000070886	40	3	13	26	22	31
ENSG00000276835	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	2	0
ENSG00000133216	2641	2378	2050	1322	1725	1752
ENSG00000265422	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0
ENSG00000227868	0	0	0	0	0	0
ENSG00000004487	2055	1433	1524	889	1393	1134
ENSG00000240553	2	0	0	0	0	0
ENSG00000263793	0	0	0	0	0	0
ENSG00000266802	1	2	0	0	0	0
ENSG00000169641	1155	695	821	537	1426	966
ENSG00000229010	0	0	0	0	0	0
ENSG00000206935	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0
ENSG00000179546	2	2	10	18	6	4
ENSG00000215381	0	0	0	0	0	0
ENSG00000261326	0	0	0	0	1	0
ENSG00000284726	0	0	0	0	0	0
ENSG00000125944	646	377	547	259	542	314
ENSG00000125945	2	3	0	0	2	4
ENSG00000249087	0	0	0	0	0	1
ENSG00000201405	0	0	0	0	0	0
ENSG00000271420	0	0	0	0	0	0
ENSG00000204219	127	151	107	217	429	240
ENSG00000232482	0	0	0	0	0	0
ENSG00000088280	16	23	37	49	13	38
ENSG00000007968	5	0	0	0	0	0
ENSG00000235052	0	0	0	0	0	0
ENSG00000117318	4	1	2	4	4	6
ENSG00000285802	0	0	0	0	0	0
ENSG00000197880	2	0	0	0	0	0
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	14897	12345	14522	8954	18192	9942
ENSG00000236810	151	130	91	75	148	81
ENSG00000011007	1205	1102	1316	853	1186	880
ENSG00000057757	716	673	757	494	613	589
ENSG00000011009	1162	793	1132	1039	2133	1254
ENSG00000117308	271	249	288	139	288	204
ENSG00000117305	322	259	327	277	497	305
ENSG00000179163	369	384	459	453	708	384
ENSG00000188822	0	0	0	0	0	0
ENSG00000229106	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0
ENSG00000230228	78	72	72	43	66	72
ENSG00000189266	1119	814	1110	548	933	739
ENSG00000188529	5260	2845	3202	1735	2528	2067
ENSG00000215905	0	0	0	0	0	0
ENSG00000225315	0	0	0	0	0	0
ENSG00000142661	3	6	2	13	29	36
ENSG00000230703	0	0	0	0	0	0
ENSG00000142677	0	0	4	9	26	21
ENSG00000185436	40	16	9	12	25	63
ENSG00000230023	0	0	0	0	0	0
ENSG00000232298	0	0	0	0	0	0
ENSG00000158055	66	20	19	24	50	18
ENSG00000001460	81	33	102	76	231	136
ENSG00000001461	605	419	462	402	781	497
ENSG00000286061	0	0	9	0	1	1
ENSG00000117602	603	419	437	534	959	659
ENSG00000264443	3	6	0	0	8	0
ENSG00000184454	15	25	11	30	63	35
ENSG00000227312	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0
ENSG00000133226	9284	4655	5782	3165	7331	4494
ENSG00000284699	0	0	0	0	0	0
ENSG00000169504	2124	1933	1818	819	1858	1486
ENSG00000238482	0	0	0	0	0	0
ENSG00000020633	24	26	36	94	233	120
ENSG00000278034	0	0	0	0	0	0
ENSG00000229162	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	0	0
ENSG00000264371	0	0	0	0	0	0
ENSG00000285823	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0
ENSG00000117614	2923	1844	2750	1423	3185	2033
ENSG00000284602	22	1	1	19	4	2
ENSG00000284657	12	0	0	3	0	0
ENSG00000117616	2182	1133	1391	1284	2160	1698
ENSG00000272432	8	0	12	0	13	2
ENSG00000261349	0	0	0	0	0	0
ENSG00000187010	0	0	0	0	0	0
ENSG00000224183	0	0	0	0	0	0
ENSG00000259984	0	0	0	0	0	0
ENSG00000183726	1097	1117	1202	681	1299	1106
ENSG00000188672	1	4	1	0	2	13
ENSG00000238084	0	0	0	0	0	0
ENSG00000204178	2459	1566	1704	952	1386	1131
ENSG00000157978	372	250	298	460	1096	428
ENSG00000225643	1	0	5	9	0	0
ENSG00000117643	281	213	238	184	632	458
ENSG00000233478	0	0	0	0	0	0
ENSG00000162430	365	338	336	230	443	262
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	8	1	2	0	1	5
ENSG00000117640	549	510	462	279	515	341
ENSG00000272478	0	0	0	0	0	0
ENSG00000127423	83	28	64	5	50	33
ENSG00000236528	0	0	0	0	0	0
ENSG00000182749	133	52	119	113	210	89
ENSG00000207302	0	0	0	0	0	0
ENSG00000117632	26651	24380	24849	13541	18737	17172
ENSG00000229786	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	0
ENSG00000283938	0	0	0	0	0	0
ENSG00000158006	188	124	262	85	305	147
ENSG00000207237	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000158008	27	16	20	6	26	12
ENSG00000158014	0	11	1	0	4	0
ENSG00000284309	0	0	0	0	0	4
ENSG00000158022	55	30	35	100	295	225
ENSG00000175087	600	443	318	168	329	234
ENSG00000197245	31	13	33	14	7	2
ENSG00000282872	7	1	0	0	3	2
ENSG00000236782	212	269	401	12	10	3
ENSG00000142684	280	278	296	182	376	205
ENSG00000142675	90	61	36	31	23	36
ENSG00000188782	3	0	0	0	0	1
ENSG00000236155	1	0	0	14	6	0
ENSG00000278572	0	0	0	0	0	0
ENSG00000130695	382	218	278	115	284	141
ENSG00000270733	0	0	0	0	0	0
ENSG00000142669	1518	1306	1434	875	2006	1372
ENSG00000158062	74	75	94	69	99	72
ENSG00000169442	0	1	6	0	2	0
ENSG00000176092	86	46	26	29	70	38
ENSG00000225854	0	0	0	1	0	0
ENSG00000176083	0	1	0	0	3	0
ENSG00000131914	4	7	1	0	0	0
ENSG00000117682	515	297	303	211	331	239
ENSG00000223583	4	4	3	4	7	6
ENSG00000225891	6	0	1	0	0	0
ENSG00000198830	1233	605	924	446	917	661
ENSG00000224129	0	0	0	0	0	0
ENSG00000117676	0	0	4	4	0	15
ENSG00000238705	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000260063	5	8	14	4	10	0
ENSG00000117713	4488	2986	2378	867	2363	1631
ENSG00000060642	138	73	92	81	139	81
ENSG00000241188	0	0	0	0	0	0
ENSG00000287810	0	0	0	0	0	0
ENSG00000204160	375	260	280	110	224	169
ENSG00000175793	605	449	543	441	974	391
ENSG00000142751	307	252	238	125	272	147
ENSG00000226698	0	0	0	0	0	0
ENSG00000198746	138	145	128	64	84	109
ENSG00000090273	873	876	779	690	1037	656
ENSG00000131910	8	17	0	33	53	10
ENSG00000175707	127	77	92	49	139	33
ENSG00000172746	34	31	54	65	69	24
ENSG00000224064	1	0	0	0	8	0
ENSG00000225294	1	0	0	0	0	0
ENSG00000253368	275	218	314	296	375	317
ENSG00000158246	67	35	16	19	42	42
ENSG00000090020	249	187	162	210	310	175
ENSG00000229985	0	0	1	0	0	0
ENSG00000214973	1	0	0	6	2	1
ENSG00000225159	2	1	3	1	3	1
ENSG00000225990	0	0	0	0	0	0
ENSG00000224311	0	0	0	0	0	0
ENSG00000142784	295	266	259	202	350	275
ENSG00000252098	0	0	0	0	0	0
ENSG00000243659	4	0	0	0	0	0
ENSG00000186501	475	391	387	181	229	223
ENSG00000206888	0	0	0	0	0	0
ENSG00000241547	0	0	0	0	0	0
ENSG00000142765	61	35	63	45	114	33
ENSG00000142733	36	38	55	39	115	35
ENSG00000142748	0	0	0	1	4	2
ENSG00000174950	28	0	14	33	90	37
ENSG00000231207	0	0	0	0	0	0
ENSG00000181773	26	6	8	21	17	33
ENSG00000158195	2241	1642	1577	1203	4213	2152
ENSG00000241169	0	0	0	0	0	0
ENSG00000237429	2	7	8	7	8	0
ENSG00000126705	1690	1025	1059	1050	1894	1405
ENSG00000000938	2	0	3	1	0	3
ENSG00000235912	3	2	1	2	3	1
ENSG00000233975	2	0	0	0	0	0
ENSG00000126709	568	419	642	1247	1843	1053
ENSG00000225886	0	0	0	0	0	0
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000287244	4	1	5	9	5	3
ENSG00000009780	613	430	485	234	595	335
ENSG00000231344	0	0	0	0	0	0
ENSG00000230833	0	0	0	0	0	0
ENSG00000117758	1418	1222	1196	841	1071	958
ENSG00000269971	13	0	4	0	5	0
ENSG00000270031	7	0	1	0	2	3
ENSG00000223062	0	0	0	0	0	0
ENSG00000286433	0	0	0	0	0	0
ENSG00000117751	1508	1305	1449	731	1246	755
ENSG00000252947	2	1	12	23	18	9
ENSG00000130775	20	50	5	4	14	0
ENSG00000117748	861	778	883	326	795	563
ENSG00000130768	80	33	40	46	89	72
ENSG00000227050	0	0	0	0	0	0
ENSG00000158156	285	234	237	111	290	141
ENSG00000158161	1137	790	811	534	1060	765
ENSG00000238231	0	0	0	0	0	0
ENSG00000240750	23	9	22	19	10	10
ENSG00000228589	0	3	0	7	0	0
ENSG00000228943	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0
ENSG00000253005	0	0	0	0	0	0
ENSG00000169403	8	3	13	20	9	12
ENSG00000126698	3637	2616	3150	2238	3732	2504
ENSG00000130770	197	123	229	245	308	181
ENSG00000270605	0	0	0	0	0	0
ENSG00000271398	0	0	0	0	0	0
ENSG00000130766	12	22	21	0	0	0
ENSG00000130772	2	0	3	0	2	4
ENSG00000204138	3074	1942	2210	1087	2670	1809
ENSG00000206779	0	0	0	0	0	0
ENSG00000229820	18	2	3	8	1	4
ENSG00000221216	35	14	7	0	8	16
ENSG00000180198	811	628	597	324	695	368
ENSG00000242125	501	427	621	217	351	269
ENSG00000274266	0	0	0	0	0	0
ENSG00000200087	0	0	6	5	1	3
ENSG00000231468	0	1	0	0	0	0
ENSG00000279443	29	47	9	4	6	15
ENSG00000180098	410	230	361	168	324	263
ENSG00000197989	393	243	279	107	245	112
ENSG00000221539	3	3	1	9	11	2
ENSG00000278274	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0
ENSG00000280498	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0
ENSG00000120656	526	317	519	390	624	421
ENSG00000188060	61	31	63	122	148	90
ENSG00000229388	0	12	0	19	13	9
ENSG00000270103	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0
ENSG00000162419	1346	1124	1005	665	1090	878
ENSG00000252777	0	0	0	0	1	0
ENSG00000198492	1879	1635	1560	847	1618	986
ENSG00000116329	37	18	25	18	75	18
ENSG00000233427	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0
ENSG00000159023	3631	2263	2897	994	1532	1382
ENSG00000225616	48	53	74	166	53	60
ENSG00000206704	0	0	0	0	0	0
ENSG00000277958	0	0	0	0	0	0
ENSG00000253304	69	64	50	204	443	234
ENSG00000225750	0	0	0	0	0	0
ENSG00000116350	3547	2695	2508	1330	2495	1653
ENSG00000277916	0	0	0	0	0	0
ENSG00000116353	293	188	290	122	224	88
ENSG00000237934	0	0	0	0	0	0
ENSG00000060656	536	379	493	248	526	298
ENSG00000230523	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000233399	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000162510	3	4	6	657	4096	842
ENSG00000186056	12	8	3	1	11	13
ENSG00000287510	0	4	0	0	0	0
ENSG00000162511	5	8	8	4	32	21
ENSG00000264773	0	0	0	0	0	0
ENSG00000229607	0	0	0	0	0	0
ENSG00000223382	0	0	0	0	5	0
ENSG00000222784	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
ENSG00000162512	1995	1554	1233	1116	1410	1626
ENSG00000266210	0	0	0	0	0	0
ENSG00000134644	5499	4306	4056	2109	4123	2937
ENSG00000237329	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	0	0
ENSG00000225142	1	0	1	0	1	0
ENSG00000084628	628	517	478	214	237	312
ENSG00000060688	299	332	393	303	221	213
ENSG00000229447	30	14	9	2	9	10
ENSG00000121766	1152	923	1030	873	1032	774
ENSG00000229044	0	0	0	0	0	0
ENSG00000121769	38	37	47	101	265	97
ENSG00000168528	641	588	588	226	410	346
ENSG00000215899	2	0	2	1	0	0
ENSG00000206981	0	0	0	3	0	0
ENSG00000260386	0	0	0	0	0	0
ENSG00000265961	0	0	0	0	0	0
ENSG00000284543	0	0	0	0	0	4
ENSG00000229167	2	0	0	0	0	0
ENSG00000142910	52	31	61	44	62	65
ENSG00000121764	2	0	0	0	0	0
ENSG00000162517	1264	1101	1141	588	1004	869
ENSG00000235790	0	0	0	0	0	0
ENSG00000264078	4	2	0	1	0	3
ENSG00000084636	92	123	94	180	501	307
ENSG00000121753	310	271	267	337	252	458
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0
ENSG00000134668	8	0	5	0	2	4
ENSG00000203620	0	0	0	0	0	0
ENSG00000269967	0	0	0	0	0	0
ENSG00000184007	8109	6420	7311	3782	7039	4826
ENSG00000228634	0	0	0	0	0	0
ENSG00000284702	0	0	0	0	0	0
ENSG00000121774	16374	14217	15112	7762	10199	9420
ENSG00000203325	0	0	0	0	0	0
ENSG00000121775	657	502	556	254	383	312
ENSG00000266203	0	0	0	0	0	0
ENSG00000276493	0	0	0	0	3	0
ENSG00000025800	2849	1920	2036	1268	2556	1734
ENSG00000250135	0	0	0	0	0	0
ENSG00000084652	1691	1006	1371	830	1703	1391
ENSG00000160050	508	491	458	314	616	373
ENSG00000224066	10	0	5	0	2	10
ENSG00000160051	74	12	84	6	71	26
ENSG00000222046	2	2	5	0	7	0
ENSG00000160055	106	53	63	60	99	54
ENSG00000084623	1662	1089	1643	965	1457	1121
ENSG00000220785	113	100	58	21	58	35
ENSG00000183615	23	27	30	10	28	6
ENSG00000182866	10	3	1	2	0	6
ENSG00000277617	0	0	0	0	0	0
ENSG00000252450	0	0	0	0	0	0
ENSG00000116478	1324	958	1192	509	1360	678
ENSG00000175130	6071	5738	4856	2457	2862	3194
ENSG00000233775	0	0	0	0	0	0
ENSG00000162526	8	0	15	0	8	0
ENSG00000225828	101	51	40	45	86	46
ENSG00000160058	923	702	725	478	526	506
ENSG00000224333	1	0	0	0	0	0
ENSG00000270850	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0
ENSG00000263529	0	0	0	0	0	0
ENSG00000254553	0	0	0	0	0	0
ENSG00000273274	201	61	91	83	104	94
ENSG00000160062	665	450	424	301	645	342
ENSG00000176261	378	236	277	146	300	184
ENSG00000200591	0	0	0	0	0	0
ENSG00000162521	4415	3533	3678	1887	2920	1972
ENSG00000162520	66	68	55	137	244	196
ENSG00000224409	7	0	0	0	0	0
ENSG00000162522	347	220	299	331	544	279
ENSG00000134684	2743	2013	2018	662	842	751
ENSG00000116497	910	739	819	323	719	446
ENSG00000160097	919	569	655	300	786	513
ENSG00000121905	150	123	107	14	43	76
ENSG00000121900	206	133	135	128	285	146
ENSG00000287691	0	0	0	0	0	0
ENSG00000116514	152	154	170	75	115	130
ENSG00000278966	0	0	0	0	0	0
ENSG00000217644	0	0	0	0	0	0
ENSG00000239670	0	0	0	0	0	0
ENSG00000236065	0	0	0	0	0	0
ENSG00000004455	927	619	669	373	991	662
ENSG00000276645	3	7	0	0	0	0
ENSG00000142920	119	107	129	83	139	98
ENSG00000278997	9	8	5	0	0	0
ENSG00000116525	259	136	220	126	89	179
ENSG00000279179	0	0	0	0	2	0
ENSG00000284721	0	0	0	0	0	0
ENSG00000160094	2516	1798	1908	847	1969	1197
ENSG00000270115	0	2	0	0	0	3
ENSG00000184389	0	0	0	0	0	0
ENSG00000225313	0	1	0	0	3	0
ENSG00000134686	1742	1475	1325	495	1026	781
ENSG00000284154	1	0	0	0	0	0
ENSG00000222112	8	18	0	0	9	0
ENSG00000233246	3	6	0	0	2	1
ENSG00000234512	0	0	0	0	0	0
ENSG00000121903	147	132	98	82	88	181
ENSG00000235907	0	0	0	0	0	0
ENSG00000121904	370	179	161	76	104	162
ENSG00000227000	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0
ENSG00000231163	0	0	0	0	0	0
ENSG00000201148	0	11	12	94	9	22
ENSG00000142698	5	9	8	0	23	0
ENSG00000270241	0	0	0	0	0	0
ENSG00000287703	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0
ENSG00000163866	375	317	375	289	332	278
ENSG00000189280	38	18	69	28	90	35
ENSG00000189433	2	0	0	0	7	0
ENSG00000255811	0	0	0	0	0	0
ENSG00000188910	75	59	63	53	121	71
ENSG00000187513	0	0	1	8	31	17
ENSG00000230163	0	0	0	0	0	0
ENSG00000116544	67	36	30	32	40	49
ENSG00000284773	7	9	10	1	9	3
ENSG00000241014	0	0	0	0	0	0
ENSG00000271741	0	0	0	0	0	0
ENSG00000243749	0	0	0	0	0	0
ENSG00000163867	336	205	246	144	281	255
ENSG00000197056	336	316	293	232	291	162
ENSG00000233940	0	0	0	0	0	0
ENSG00000228348	0	0	0	0	0	0
ENSG00000284640	4	0	7	0	1	0
ENSG00000116560	9923	6300	7151	4622	7524	6448
ENSG00000201868	2	7	0	0	0	0
ENSG00000146463	3153	2098	2639	1644	2420	2201
ENSG00000240374	0	0	0	0	0	0
ENSG00000201542	2	0	0	0	0	0
ENSG00000229994	42	38	70	60	36	42
ENSG00000227409	0	0	0	0	0	0
ENSG00000278702	0	0	0	0	0	0
ENSG00000142687	1112	649	822	359	956	482
ENSG00000236274	0	0	0	0	0	0
ENSG00000020129	617	467	472	406	614	482
ENSG00000239636	10	7	6	0	0	0
ENSG00000116819	20	6	12	12	7	0
ENSG00000126067	2528	1972	1831	919	1693	1372
ENSG00000142686	551	391	369	197	343	248
ENSG00000092853	1148	600	661	254	620	288
ENSG00000232335	0	0	0	0	0	0
ENSG00000134698	1062	827	714	423	603	559
ENSG00000092847	2337	1607	1683	584	1030	706
ENSG00000271164	0	0	0	0	0	0
ENSG00000286899	0	0	0	0	0	0
ENSG00000271914	0	0	0	0	0	0
ENSG00000126070	1557	1050	867	400	1016	663
ENSG00000271554	0	0	0	0	0	0
ENSG00000232862	24	22	20	48	71	25
ENSG00000092850	31	16	13	11	35	17
ENSG00000116863	540	540	571	287	479	463
ENSG00000171812	201	127	252	389	1028	497
ENSG00000054116	2092	1896	2060	1081	2415	1657
ENSG00000116871	3169	2370	2321	1682	2318	1726
ENSG00000264592	0	0	0	0	0	0
ENSG00000054118	6262	4054	4743	2842	4826	4077
ENSG00000231849	0	0	0	0	0	0
ENSG00000214193	111	52	81	66	138	64
ENSG00000142694	41	119	144	172	236	160
ENSG00000286379	11	17	7	0	2	10
ENSG00000196182	1009	784	891	418	700	514
ENSG00000181817	456	423	460	351	589	421
ENSG00000222821	0	0	0	0	0	0
ENSG00000116885	363	276	379	324	471	231
ENSG00000201448	5	0	6	0	3	0
ENSG00000116898	777	703	595	619	790	568
ENSG00000119535	8	9	4	5	23	12
ENSG00000230214	0	0	0	0	0	0
ENSG00000284705	8	2	11	5	0	0
ENSG00000284720	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0
ENSG00000163873	245	266	161	115	109	183
ENSG00000284650	2	0	4	0	6	1
ENSG00000223944	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	1	0
ENSG00000233621	5	11	1	0	15	1
ENSG00000163874	74	37	31	11	74	48
ENSG00000283724	0	0	0	0	0	0
ENSG00000163875	3014	2324	2559	1609	1631	1635
ENSG00000263675	0	6	0	0	0	0
ENSG00000163877	340	291	222	139	371	235
ENSG00000232273	0	0	0	0	0	0
ENSG00000237749	10	4	4	13	21	4
ENSG00000163879	1304	741	1050	785	919	750
ENSG00000134697	1943	1330	1929	1211	1903	1361
ENSG00000284748	1	1	0	0	1	2
ENSG00000169218	61	32	47	45	108	150
ENSG00000116922	214	250	190	165	326	155
ENSG00000134690	546	409	392	192	382	303
ENSG00000183317	62	46	14	7	9	20
ENSG00000200421	2	0	0	0	0	0
ENSG00000214141	0	0	0	0	0	0
ENSG00000227416	0	0	0	0	0	0
ENSG00000185090	394	347	350	199	241	234
ENSG00000233728	0	0	0	0	0	0
ENSG00000196449	351	403	353	131	279	237
ENSG00000197982	1403	1211	1369	1250	2153	1805
ENSG00000188786	796	537	477	283	742	473
ENSG00000235673	0	0	0	0	0	0
ENSG00000230955	1	0	0	0	0	0
ENSG00000204084	350	352	281	140	186	157
ENSG00000252448	0	0	0	0	0	0
ENSG00000222282	0	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0
ENSG00000183431	1867	1402	1651	1069	1656	1334
ENSG00000212541	0	8	0	0	7	0
ENSG00000183386	95	32	85	82	205	120
ENSG00000183520	1476	1047	1345	774	1306	783
ENSG00000185668	248	280	243	127	80	130
ENSG00000224592	13	0	5	4	6	0
ENSG00000223589	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0
ENSG00000284623	5	0	0	0	0	0
ENSG00000286552	0	0	0	0	0	0
ENSG00000287987	0	0	2	0	0	0
ENSG00000237290	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000238063	0	5	0	0	0	0
ENSG00000215895	1	0	7	8	1	6
ENSG00000284632	0	0	0	0	0	0
ENSG00000116954	1000	928	1131	822	828	944
ENSG00000273637	0	0	0	0	0	0
ENSG00000228436	38	35	13	24	17	14
ENSG00000214114	119	111	119	62	188	90
ENSG00000274944	0	0	0	0	0	0
ENSG00000131233	0	0	0	0	0	0
ENSG00000158315	23	0	17	43	63	51
ENSG00000199963	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0
ENSG00000174574	2649	1456	2047	883	2037	1113
ENSG00000168653	2025	2003	2150	2195	3592	2579
ENSG00000127603	8669	6135	5904	2974	5225	5792
ENSG00000206654	0	0	0	0	0	0
ENSG00000222378	23	44	70	443	33	110
ENSG00000287422	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0
ENSG00000217897	1	4	0	0	1	0
ENSG00000183682	4	10	0	0	5	5
ENSG00000237624	0	0	0	0	0	0
ENSG00000243970	23	26	29	5	13	6
ENSG00000090621	7226	5040	5669	2798	6299	3934
ENSG00000228060	0	0	0	0	0	0
ENSG00000201457	0	0	0	0	4	0
ENSG00000163909	126	76	189	60	153	121
ENSG00000225903	0	0	0	0	0	0
ENSG00000116981	0	0	0	0	0	0
ENSG00000116983	479	418	189	146	167	211
ENSG00000084072	694	583	668	527	652	512
ENSG00000225333	3	0	0	0	0	0
ENSG00000252413	0	0	0	0	0	0
ENSG00000116985	18	25	6	17	24	15
ENSG00000198754	0	0	0	0	4	0
ENSG00000285905	0	0	0	0	0	0
ENSG00000261798	0	0	0	0	0	0
ENSG00000229213	0	0	0	0	0	0
ENSG00000284719	1	0	0	0	2	0
ENSG00000284678	0	0	0	0	0	0
ENSG00000043514	429	293	301	189	305	194
ENSG00000202222	44	7	6	0	1	13
ENSG00000116990	1264	1083	946	453	735	544
ENSG00000236546	0	0	0	0	0	1
ENSG00000207356	0	0	0	0	0	0
ENSG00000168389	157	123	110	45	87	129
ENSG00000228477	4	0	1	2	5	1
ENSG00000131236	2732	2481	2540	1611	3023	2186
ENSG00000131238	1312	902	1269	794	1238	672
ENSG00000226745	0	0	0	0	0	0
ENSG00000117000	3024	2105	2616	1052	2653	1934
ENSG00000207508	0	0	0	0	0	0
ENSG00000188800	0	0	0	0	0	0
ENSG00000259943	210	182	174	52	82	88
